FID,PD_ID,Comment,Year,Name,Acres,Hectares,Plague,Manager,Perimeter,Activity,YearAcquir,sdeWildlif,Shape_area,Shape_len
365,64.0, ,2012.0,Kolb l,5.11120466,2.06843114, ,OSMP,4448.94754425,2.0,1985,222643.180994,222643.184394,4448.94746057
366,67.0,1,2012.0,Mann,11.5959826,4.69272767, ,OSMP,7201.29905232,2.0,1973,505118.982156,505118.981663,7201.29910773
367,68.0, ,2012.0,Marshall,50.96958975,20.62666116, ,OSMP,11767.8899998,2.0,1997,2220226.24078,2220226.44845,11767.89009
368,69.0, ,2012.0,McKenzie - north,30.44137089,12.31918573, ,OSMP,14922.6444523,2.0,1974,1326020.80302,1326020.81171,14922.6431797
369,7.0, ,2012.0,Axelson - Coot Lake,0.06620966,0.0267941, ,OSMP,347.24568149,2.0,1990,2884.07951293,2884.08110141,347.245683093
370,70.0, ,2012.0,McKenzie - south,30.25720401,12.24465604, ,OSMP,7467.03560267,2.0,1974,1317998.57307,1317998.5345,7467.03646664
371,71.0,1,2012.0,Mesa Reservoir,31.78221789,12.86180726, ,OSMP,10604.9926195,2.0,2000,1384427.8815,1384427.87351,10604.9927389
372,72.0,2,2012.0,Mesa Sand & Gravel,2.29396565,0.92833496, ,OSMP,3764.84372581,2.0,1985,99924.7335589,99924.7441935,3764.84410281
373,73.0, ,2012.0,Minnetrista,40.12483263,16.23794366, ,OSMP,19111.6208484,2.0,1985,1747830.52979,1747830.71787,19111.6212589
374,75.0, ,2012.0,NU West,5.4215879,2.19403878, ,OSMP,2161.02341335,2.0,1984,236163.424725,236163.424181,2161.02342476
375,76.0,1,2012.0,Oasis,61.47910722,24.87971199, ,OSMP,8760.98243531,2.0,2001,2678019.56076,2678019.19846,8760.98288915
376,81.0, ,2012.0,Reynolds,12.66490235,5.12530414, ,OSMP,4371.12462895,2.0,1977,551680.926303,551680.939702,4371.12516086
377,82.0,1,2012.0,Rolling Rock,4.20254791,1.7007108, ,OSMP,7164.68204228,2.0,1968,183062.246314,183062.254782,7164.68232135
378,84.0, ,2012.0,Ryan - middle,6.49439562,2.62818866, ,OSMP,4408.52184752,2.0,2001,282894.724998,282894.741626,4408.52185073
379,85.0, ,2012.0,Ryan - north,5.78632731,2.34164359, ,OSMP,3574.77802309,2.0,2001,252051.414742,252051.409595,3574.77802485
380,87.0, ,2012.0,Sams Lane / Van Vleet - east,11.85151307,4.79613718, ,OSMP,5429.78575706,2.0,1978,516249.8464,516249.84432,5429.78468211
381,88.0,main,2012.0,Schneider - east,30.66795764,12.41088214, ,OSMP,12939.1657173,2.0,2006,1335890.83585,1335890.89139,12939.1658345
382,89.0, ,2012.0,Schneider - west,7.82034399,3.16478093, ,OSMP,6935.73991175,2.0,1997,340652.819562,340652.821392,6935.73991289
383,9.0,3,2012.0,BC Hospital,2.30368059,0.93226646, ,OSMP,2556.60440079,2.0,2002,100347.936441,100347.925279,2556.60471175
384,92.0, ,2012.0,Stanger,0.6466111,0.26167423, ,OSMP,924.0950171,2.0,2000,28166.2674284,28166.2668394,924.095017581
385,93.0, ,2012.0,Steele - north,0.42657512,0.17262882, ,OSMP,725.1025183,2.0,1999,18581.5382992,18581.5376859,725.102518352
386,94.0, ,2012.0,Steele - south,44.23961768,17.9031381, ,OSMP,13729.8327275,2.0,1999,1927069.93866,1927070.03803,13729.8341232
387,95.0, ,2012.0,Steinbach,16.01986082,6.48300766, ,OSMP,5873.10855901,2.0,1984,697822.355547,697822.345841,5873.10907407
388,97.0, ,2012.0,Straty Cline,2.97614965,1.20440503, ,OSMP,2963.49244877,2.0,1998,129640.55059,129640.560224,2963.49178173
389,98.0, ,2012.0,Suitts,12.41089134,5.02250953, ,OSMP,5493.14172067,2.0,1991,540616.278627,540616.264364,5493.14192627
390,99.0, ,2012.0,Superior Associates Mayhoffer,5.65900741,2.29011905, ,OSMP,4441.0529601,2.0,1993,246505.372717,246505.376893,4441.05297203
391,150.0,New - Separated from 119,2012.0,Weiser - White Rocks,1.1131402,0.45047186, ,OSMP,1410.86622924,2.0,2011,48488.1796964,48488.1932205,1410.86623012
392,151.0, ,2012.0,Teller Farm - middle,1.80678216,0.7311788, ,OSMP,1639.38621263,2.0,1984,78703.1156596,78703.1160323,1639.38621334
393,152.0, ,2012.0,NU West - southwest,0.00382587,0.00154827, ,OSMP,75.06977614,2.0,1984,166.65408487,166.65408483,75.0697761505
394,119.0, ,2012.0,Wood Brothers,54.55367475,22.0770889, ,OSMP,8185.00598196,2.0,1974,2376348.54509,2376348.56651,8185.00534977
395,15.0,1,2012.0,"Axelson, BVR, Lore, Ellison",349.49096879,141.43397716, ,OSMP,114410.223157,2.0,1990,15223765.713,15223765.7052,114410.226423
396,153.0, ,2012.0,Odd Fellows,2.96148978,1.1984724, ,OSMP,4370.45629627,2.0,2000,129001.853769,129001.978997,4370.4569596
397,54.0, ,2012.0,Jafay,190.54810238,77.11208119, ,OSMP,37368.1319905,2.0,1990,8300242.21504,8300242.13861,37368.132535
398,138.0,1,2012.0,Schneider Family,36.81524963,14.89860294, ,OSMP,11716.9203884,2.0,2006,1603665.81922,1603665.8592,11716.9198456
399,1.0, ,2013.0,Abbott,1.46491309,0.59282929, ,OSMP,2389.57467738,2.0,2001,63811.4263752,63811.3587384,2389.57024615
400,10.0, ,2013.0,Belgrove - north,55.85625508,22.60422446, ,OSMP,18706.1648164,2.0,1980,2433088.62783,2433088.73878,18706.165079
401,101.0, ,2013.0,Superior Associates - Kelsal,2.99671858,1.21272898, ,OSMP,4756.26368796,2.0,1993,130536.534673,130536.539039,4756.26325936
402,105.0, ,2013.0,Teller Farms - north,9.03498077,3.656327, ,OSMP,4699.56246008,2.0,1984,393562.190144,393562.188157,4699.56241766
403,107.0, ,2013.0,Teller Farms - south,8.50156821,3.44046259, ,OSMP,6132.9115384,2.0,1984,370326.829394,370326.829857,6132.91143389
404,108.0, ,2013.0,Ute,54.42273006,22.02409746, ,OSMP,17846.2773462,2.0,1995,2370644.59348,2370644.6386,17846.2773623
405,11.0, ,2013.0,Belgrove - south,0.81943876,0.3316151, ,OSMP,1067.34314651,2.0,1980,35694.6028048,35694.6096377,1067.34318373
406,115.0, ,2013.0,Waneka / Kelsall,6.1896988,2.50488224, ,OSMP,3902.00973656,2.0,1990,269622.194351,269622.201381,3902.01027742
407,116.0, ,2013.0,West Beech,5.26086822,2.12899783, ,OSMP,5649.70105956,2.0,1988,229162.49687,229162.503032,5649.70085415
408,118.0, ,2013.0,West Rudd - south,5.70294054,2.30789815, ,OSMP,4769.38973486,2.0,1975,248419.089392,248419.096112,4769.38998965
409,119.0, ,2013.0,Wood Brothers,56.93756753,23.04181608, ,OSMP,8656.8338361,2.0,1974,2480190.16489,2480190.52097,8656.83741817
410,12.0, ,2013.0,"BLIP, East Beech - south",167.88962395,67.94252029, ,OSMP,32575.238206,2.0,1973,7313247.86117,7313242.76607,32575.2366613
411,121.0, ,2013.0,IBM - Cottontail Trail,4.9311999,1.9955858, ,OSMP,2664.65099095,2.0,1998,214802.209243,214802.208333,2664.65089986
412,122.0, ,2013.0,Waldorf,39.20296055,15.86487527, ,OSMP,11319.0771912,2.0,2002,1707674.3233,1707674.13078,11319.077153
413,123.0, ,2013.0,Bennett,56.77709937,22.97687692, ,OSMP,35320.9695843,2.0,2007,2473200.99458,2473200.55561,35320.9634344
414,125.0, ,2013.0,Gebhard,1.06521385,0.43107675, ,OSMP,1365.42282739,2.0,1971,46400.5395335,46400.5298333,1365.4223578
415,126.0, ,2013.0,Brewbaker,74.15467534,30.00933241, ,OSMP,29486.2966793,2.0,2005,3230164.15529,3230164.73693,29486.2987025
416,129.0, ,2013.0,Jacob/Andrea,16.18871848,6.55134194, ,OSMP,11198.9541089,2.0,2005,705177.734417,705177.75626,11198.9541915
417,13.0, ,2013.0,"BLIP, Boulder Warehouse",254.07425779,102.82020419, ,OSMP,56387.8863369,2.0,1973,11067429.1922,11067430.3995,56387.8834426
418,132.0, ,2013.0,Colorado Open Lands lll,0.46260151,0.18720819, ,OSMP,1200.62996179,2.0,1985,20150.8328272,20150.8411204,1200.63058647
419,135.0, ,2013.0,Damyanovich,0.27988023,0.11326351, ,OSMP,928.4063723,2.0,1995,12191.5574824,12191.534059,928.405755324
420,136.0, ,2013.0,Sams Lane/Van Vleet - west,25.76263072,10.42576676, ,OSMP,11589.4078331,2.0,1978,1122215.69828,1122215.70544,11589.4081438
421,138.0, ,2013.0,Schneider Family,43.97093409,17.7944057, ,OSMP,8152.38879906,2.0,2006,1915366.04484,1915366.22748,8152.38843084
422,139.0, ,2013.0,NIST,5.44452367,2.20332056, ,OSMP,4398.1780836,2.0,1994,237162.602984,237162.502547,4398.17632576
423,14.0, ,2013.0,BLIP - southwest,23.10727573,9.35118272, ,OSMP,8531.54507982,2.0,1973,1006548.92644,1006548.90445,8531.54392096
424,140.0, ,2013.0,Jewel Mountain - south,18.13656049,7.33960563, ,OSMP,9028.54830507,2.0,1999,790025.419892,790025.414946,9028.548306
425,143.0, ,2013.0,ERTL II - North,27.95156559,11.31159727, ,OSMP,11601.126766,2.0,1954,1217565.32108,1217565.32688,11601.1266851
426,144.0, ,2013.0,Marble,5.34816971,2.16432749, ,OSMP,4234.69254158,2.0,1991,232965.519021,232965.340683,4234.6936271
427,145.0, ,2013.0,"Stepanek, Canino, Cito",26.45074307,10.70423595, ,OSMP,19594.9460455,2.0,1995,1152189.72036,1152189.75928,19594.9407838
428,147.0, ,2013.0,Weiser - south,0.99288895,0.4018079, ,OSMP,2335.36094197,2.0,2011,43250.0646906,43250.0694477,2335.3609439
429,148.0, ,2013.0,Short,2.89578761,1.17188367, ,OSMP,1807.57562666,2.0,2011,126140.156218,126140.003514,1807.57552077
430,149.0, ,2013.0,Abbott - north,4.41521479,1.78677403, ,OSMP,4224.56193656,2.0,2011,192326.005389,192325.987162,4224.56221155
431,15.0, ,2013.0,"Axelson, BVR, Lore, Ellison",379.29011089,153.49326212, ,OSMP,117053.877712,2.0,1990,16521811.02,16521811.143,117053.87163
432,150.0, ,2013.0,Weiser - White Rocks,1.19058924,0.48181437, ,OSMP,1948.91239798,2.0,1984,51861.8804022,51861.8598857,1948.91212375
433,151.0, ,2013.0,Teller Farm - middle,2.13164919,0.86264782, ,OSMP,1991.07817243,2.0,1984,92854.2672456,92854.2672314,1991.07817269
434,16.0, ,2013.0,BVR - 103 Corp - L pasture south,42.23328247,17.09120304, ,OSMP,36636.9250634,2.0,1973,1839674.43691,1839674.42563,36636.9245024
435,17.0, ,2013.0,BVR 103 Corp - east,1.76957549,0.71612179, ,OSMP,1619.76053195,2.0,1973,77082.3880575,77082.4000898,1619.76016194
436,19.0, ,2013.0,BVR 103 Corp - south,16.62472446,6.7277873, ,OSMP,10075.891757,2.0,1973,724170.282544,724170.100968,10075.8904358
437,2.0, ,2013.0,Andrus - north,17.79914617,7.2030589, ,OSMP,9229.43147106,2.0,1977,775327.795889,775327.705803,9229.43245419
438,21.0, ,2013.0,BVR 103 Corp - north,51.2530331,20.74136662, ,OSMP,27911.9112615,2.0,1973,2232574.10694,2232573.19134,27911.9165059
439,23.0, ,2013.0,"Canino, Lanocito, Richardson",80.92074228,32.74746256, ,OSMP,17082.0138796,2.0,1979,3524893.36245,3524893.43408,17082.014101
440,25.0, ,2013.0,"Cosslett, Knaus",26.78173529,10.83818375, ,OSMP,14389.6175269,2.0,1990,1166607.66462,1166607.72267,14389.617446
441,26.0, ,2013.0,Cowles,22.92630884,9.27794802, ,OSMP,12788.9635378,2.0,1991,998666.033012,998666.018488,12788.9647948
442,27.0, ,2013.0,Culver,29.45380625,11.9195325, ,OSMP,20832.9461861,2.0,1992,1283002.66537,1283002.66823,20832.9455179
443,28.0, ,2013.0,Damyonovich,1.36694606,0.55318344, ,OSMP,3864.60892902,2.0,1995,59543.9287466,59543.9321108,3864.60958296
444,29.0, ,2013.0,Johnson/Dawson,26.23386455,10.61646832, ,OSMP,9157.85212389,2.0,1992,1142742.02094,1142742.56886,9157.85455974
445,3.0, ,2013.0,Andrus - mesa,5.39043875,2.18143317, ,OSMP,6346.90299074,2.0,1977,234806.547712,234806.572914,6346.90297691
446,30.0, ,2013.0,Johnson/Dawson - south,2.97384269,1.20347144, ,OSMP,6892.7458607,2.0,1992,129540.066705,129540.069247,6892.74460416
447,31.0, ,2013.0,Ditzel,11.65519885,4.71669163, ,OSMP,10535.5661826,2.0,1984,507698.523249,507698.431121,10535.5631552
448,32.0, ,2013.0,Dodd,24.96298378,10.10216112, ,OSMP,9807.53659077,2.0,2006,1087383.36593,1087383.22394,9807.53641015
449,33.0, ,2013.0,Dover/Blacker,0.32092272,0.12987282, ,OSMP,716.81791579,2.0,1985,13979.371455,13979.3378361,716.817662691
450,34.0, ,2013.0,East Beech,94.82885846,38.37587749, ,OSMP,28436.0463802,2.0,1988,4130728.54763,4130728.55174,28436.0460919
451,35.0, ,2013.0,East Beech - horseshoe,61.51836737,24.89560001, ,OSMP,26237.473136,2.0,1988,2679729.35071,2679729.36373,26237.471595
452,37.0, ,2013.0,East Rudd - south,7.80596646,3.15896255, ,OSMP,4246.73311107,2.0,1975,340026.537913,340026.539,4246.73311187
453,38.0, ,2013.0,ERNI,54.69289408,22.13342897, ,OSMP,19098.7893312,2.0,1967,2382412.93723,2382412.9366,19098.789784
454,4.0, ,2013.0,Aweida ll,69.94872251,28.30724369, ,OSMP,13850.888415,2.0,1993,3046954.056,3046954.16486,13850.8882405
455,40.0, ,2013.0,Flatirons Vista,4.0625771,1.64406662, ,OSMP,4196.67548866,2.0,1981,176965.151304,176965.150484,4196.6754906
456,41.0, ,2013.0,Gallagher,29.80593772,12.06203505, ,OSMP,12515.3733167,2.0,1997,1298341.45115,1298341.45362,12515.3736226
457,43.0, ,2013.0,Gilbert,23.96702867,9.69911239, ,OSMP,12701.5703517,2.0,1973,1043999.59528,1043999.59304,12701.5703588
458,45.0, ,2013.0,Hart-Jones,7.13786903,2.88859311, ,OSMP,8396.75950978,2.0,1975,310924.592761,310924.331462,8396.75919244
459,46.0, ,2013.0,Hartnagle,14.97924946,6.06188719, ,OSMP,5793.26414561,2.0,1997,652493.438845,652493.496481,5793.26475534
460,49.0, ,2013.0,Hogan Brothers - north,6.12628501,2.47921958, ,OSMP,5516.90160444,2.0,1986,266859.894929,266859.907495,5516.90169478
461,51.0, ,2013.0,IBM,48.4771777,19.61801779, ,OSMP,34158.3020981,2.0,1998,2111657.39738,2111657.41383,34158.3038329
462,52.0, ,2013.0,IBM CE,23.71348566,9.59650718, ,OSMP,20623.715447,2.0,1998,1032955.30356,1032955.3037,20623.7166259
463,54.0, ,2013.0,Jafay,223.30149292,90.36690808, ,OSMP,24889.132747,2.0,1990,9726974.27133,9726974.12366,24889.1332517
464,56.0, ,2013.0,Lindsay Mesa Top,10.15280881,4.10869595, ,OSMP,3237.32265766,2.0,1990,442254.589886,442254.582822,3237.32229322
465,58.0, ,2013.0,Johnson - Bldr Res North,3.0366091,1.22887211, ,OSMP,2859.81353849,2.0,1992,132274.168167,132274.163453,2859.81347152
466,59.0, ,2013.0,Johnson - Bldr Res South,36.54106282,14.78764348, ,OSMP,18894.3010434,2.0,1992,1591722.32056,1591722.32967,18894.2997383
467,60.0, ,2013.0,Johnson - Monarch,7.73467807,3.13011316, ,OSMP,8490.3059137,2.0,1992,336921.283629,336921.228861,8490.30432525
468,61.0, ,2013.0,Johnson - north,29.82534881,12.06989044, ,OSMP,10520.1974546,2.0,2000,1299187.01382,1299186.99734,10520.1969442
469,62.0, ,2013.0,Klein - Dry Creek,27.21511643,11.01356687, ,OSMP,15003.4625174,2.0,1974,1185485.59646,1185485.7297,15003.3050959
470,63.0, ,2013.0,Klein - south,2.77673254,1.12370379, ,OSMP,3517.04511383,2.0,1991,120953.740182,120953.985453,3517.04512135
471,67.0, ,2013.0,Mann,11.42606166,4.6239631, ,OSMP,6380.19495776,2.0,1973,497717.26232,497717.255056,6380.19508392
472,68.0, ,2013.0,Marshall,43.90564241,17.7679831, ,OSMP,14200.8116977,2.0,1997,1912521.959,1912522.13347,14200.8114827
473,69.0, ,2013.0,McKenzie - north,35.57104676,14.3950919, ,OSMP,13930.8710447,2.0,1974,1549468.69509,1549468.59883,13930.8700208
474,70.0, ,2013.0,McKenzie - south,27.71719405,11.21675048, ,OSMP,9835.1449848,2.0,1974,1207356.13913,1207356.14346,9835.14603767
475,71.0, ,2013.0,Mesa Reservoir,34.10441919,13.80156878, ,OSMP,10193.1098197,2.0,2000,1485582.55124,1485582.55751,10193.1092365
476,72.0, ,2013.0,Mesa Sand & Gravel,5.70115371,2.30717505, ,OSMP,9692.56393537,2.0,1985,248341.29544,248341.262333,9692.56335813
477,73.0, ,2013.0,Minnetrista,50.00465636,20.23616648, ,OSMP,15571.0152511,2.0,1985,2178194.23059,2178194.11845,15571.0150919
478,76.0, ,2013.0,Oasis,62.23154306,25.18421197, ,OSMP,9690.73662724,2.0,2001,2710795.23363,2710795.17265,9690.73654009
479,81.0, ,2013.0,Reynolds,12.79792867,5.17913798, ,OSMP,4003.07793972,2.0,1977,557475.572022,557475.542851,4003.079622
480,82.0, ,2013.0,Rolling Rock,1.00439825,0.40646555, ,OSMP,2869.40237706,2.0,1968,43751.4280265,43751.4125694,2869.40083294
481,84.0, ,2013.0,Ryan - middle,7.50997092,3.03917741, ,OSMP,3879.54134188,2.0,2001,327133.031627,327133.024877,3879.54134514
482,85.0, ,2013.0,Ryan - north,7.18977924,2.90960043, ,OSMP,5071.92940684,2.0,2001,313185.532605,313185.530907,5071.92940897
483,87.0, ,2013.0,Sams Lane / Van Vleet - east,13.86691806,5.61174264, ,OSMP,5692.65102597,2.0,1978,604040.535767,604040.534669,5692.65124538
484,88.0, ,2013.0,Schneider - east,25.07433722,10.14722426, ,OSMP,12466.4110739,2.0,2006,1092233.72573,1092233.76015,12466.4137351
485,89.0, ,2013.0,Schneider - west,41.52210922,16.80340144, ,OSMP,18617.9027421,2.0,1997,1808695.8417,1808695.84271,18617.9027466
486,9.0, ,2013.0,BC Hospital,0.16812054,0.06803597, ,OSMP,553.04554945,2.0,2002,7323.29852724,7323.30143361,553.045550982
487,93.0, ,2013.0,Steele - north,0.51930719,0.21015616, ,OSMP,877.62438916,2.0,1999,22620.9299068,22620.9305972,877.624389792
488,94.0, ,2013.0,Steele - south,46.60341637,18.85973348, ,OSMP,14897.2694408,2.0,1999,2030036.7785,2030036.69673,14897.2712005
489,95.0, ,2013.0,Steinbach,15.97334864,6.46418486, ,OSMP,5731.20296111,2.0,1984,695796.289957,695796.283774,5731.20301465
490,97.0, ,2013.0,Straty Cline,2.94497398,1.19178869, ,OSMP,3663.95531577,2.0,1998,128282.546329,128282.553592,3663.95585462
491,98.0, ,2013.0,Suitts,13.4327298,5.43603289, ,OSMP,5530.64113518,2.0,1991,585127.297619,585127.369465,5530.64114762
492,114.0, ,2013.0,Varra - east,1.68690001,0.68266421, ,OSMP,3710.93556488,2.0,1986,73481.0628739,73481.0703716,3710.93571045
493,99.0, ,2013.0,Superior Associates Mayhoffer,14.01143625,5.67022708, ,OSMP,6222.10339679,2.0,1993,610335.713225,610335.721827,6222.10335213
494,155.0,New colony,2013.0,Granite,1.16138823,0.46999714, ,OSMP,1996.99685214,2.0,2013,50589.869075,50589.8690747,1996.99685214
495,75.0, ,2013.0,NU West,6.02992254,2.44022307, ,OSMP,2420.40199612,2.0,1984,262662.383472,262662.374984,2420.40247195
496,113.0, ,2013.0,Van Vleet Jeffco,2.89492714,1.17153545, ,OSMP,2059.24364097,2.0,1999,126102.520525,126102.521933,2059.2436414
497,154.0,New colony,2013.0,Joder,15.85706268,6.4171256, ,OSMP,6494.07624383,2.0,2013,690730.93331,690730.887572,6494.07561573
498,153.0,New colony,2013.0,Odd Fellows,3.53123293,1.42903927, ,OSMP,5556.69646591,2.0,2000,153819.73769,153819.891108,5556.69646742
499,133.0, ,2013.0,Eisenberg,42.19827978,17.07703795, ,OSMP,14856.0152894,2.0,2006,1838149.7196,1838149.71452,14856.0152505
500,10.0, ,2014.0,Belgrove - north,51.93646561,21.01794194, ,OSMP,16855.7382334,2.0,1980,2262343.39079,2262343.39254,16855.7387072
501,1.0,surveyed by SH,2014.0,Abbott,1.21623545,0.49219302, ,OSMP,3177.31070556,2.0,2001,52979.0689745,52979.0041508,3177.30870542
502,101.0, ,2014.0,Superior Associates - Kelsal,3.93275409,1.59152911, ,OSMP,6319.91976656,2.0,1993,171310.074642,171310.082882,6319.92054589
503,105.0,N mapped post trapping,2014.0,Teller Farms - north,11.56597143,4.68058258, ,OSMP,4853.46362975,2.0,1984,503811.673862,503811.700414,4853.46449061
504,107.0, ,2014.0,Teller Farms - south,18.36088737,7.4303875, ,OSMP,9370.95020351,2.0,1984,799797.060684,799797.054516,9370.95080501
505,108.0,post snow trapping,2014.0,Ute,7.10437326,2.87503786, ,OSMP,14015.1507948,2.0,1995,309465.257118,309465.261368,14015.1490862
506,11.0, ,2014.0,Belgrove - south,0.88995208,0.36015083, ,OSMP,1164.91638762,2.0,1980,38766.1177866,38766.1575295,1164.91638877
507,113.0, ,2014.0,Van Vleet/Jeffco,0.524762,0.21236365, ,OSMP,1410.05181257,2.0,1999,22858.5408238,22858.5410736,1410.05181284
508,115.0,release site,2014.0,Waneka / Kelsall,18.23145735,7.37800903, ,OSMP,23972.7788609,2.0,1990,794159.087304,794159.105632,23972.7788754
509,116.0, ,2014.0,West Beech,5.67640518,2.29715968, ,OSMP,4987.62060638,2.0,1988,247263.242072,247263.220628,4987.61837135
510,118.0, ,2014.0,West Rudd - south,6.09354921,2.46597188, ,OSMP,3040.92853514,2.0,1975,265433.943475,265433.942036,3040.92853826
511,119.0, ,2014.0,Wood Brothers,56.27514249,22.77374218, ,OSMP,9188.1541904,2.0,1974,2451335.67351,2451335.40142,9188.15507129
512,12.0, ,2014.0,BLIP East Beech - south,183.86528249,74.40763993, ,OSMP,43479.969976,2.0,1973,8009139.14023,8009139.66879,43479.9664978
513,121.0, ,2014.0,IBM - Cottontail Trail,5.11935116,2.07172791, ,OSMP,2500.65750277,2.0,1998,222998.04225,222998.044324,2500.65733022
514,122.0, ,2014.0,Waldorf,36.46511154,14.75690708, ,OSMP,12081.7813117,2.0,2002,1588413.98152,1588413.90507,12081.7812392
515,123.0, ,2014.0,Bennett,52.9682761,21.43550083, ,OSMP,34544.9218216,2.0,2007,2307288.80842,2307288.87768,34544.9200234
516,125.0, ,2014.0,Gebhard,0.06694532,0.02709181, ,OSMP,231.107828,2.0,1971,2916.12605761,2916.12642572,231.107828349
517,126.0, ,2014.0,Brewbaker,87.7371595,35.50596874, ,OSMP,29308.0786875,2.0,2005,3821814.53569,3821815.38068,29308.0780565
518,129.0, ,2014.0,Jacob/Andrea,20.86851019,8.44518645, ,OSMP,12052.6415108,2.0,2005,909028.552232,909028.667962,12052.6407643
519,13.0, ,2014.0,BLIP Boulder Warehouse,258.7453533,104.71052948, ,OSMP,53013.0755127,2.0,1973,11270905.1551,11270902.5061,53013.0716808
520,132.0, ,2014.0,Colorado Open Lands III,0.30431122,0.12315038, ,OSMP,593.987996,2.0,1985,13255.7361049,13255.7439165,593.988522393
521,133.0, ,2014.0,Eisenberg,47.12054704,19.06900884, ,OSMP,13364.9794192,2.0,2006,2052562.80136,2052562.81857,13364.9791681
522,134.0, ,2014.0,Eggleston 3,0.60673913,0.24553861, ,OSMP,1699.3535179,2.0,1990,26429.4503004,26429.4506176,1699.35354072
523,135.0, ,2014.0,Damyonovich - south,0.52692541,0.21323915, ,OSMP,1163.50804655,2.0,1995,22952.7820989,22952.7790816,1163.50753053
524,136.0,west surveyed by SH,2014.0,Sams Lane/Van Vleet - west,21.44493803,8.67845852, ,OSMP,13023.487749,2.0,1978,934137.753966,934137.764174,13023.4882058
525,138.0, ,2014.0,SchneiderFamilly,45.20077538,18.29210481, ,OSMP,7626.42649649,2.0,2006,1968937.87883,1968937.89972,7626.42647926
526,139.0, ,2014.0,NIST,4.98496358,2.01734319, ,OSMP,4768.76143642,2.0,1994,217144.289722,217144.145149,4768.7583931
527,14.0, ,2014.0,BLIP Southwest,27.69251949,11.20676503, ,OSMP,6245.87647654,2.0,1973,1206281.08386,1206281.32377,6245.87647948
528,140.0, ,2014.0,Jewel Mountain - south,9.11379957,3.68822383, ,OSMP,6822.6737853,2.0,1999,396995.506771,396995.521214,6822.67425421
529,143.0,ERTL II - south or north?,2014.0,ERTL II - North,28.40558085,11.49533073, ,OSMP,8901.54117689,2.0,1954,1237342.15112,1237342.15229,8901.54118405
530,144.0, ,2014.0,Marble,5.83016762,2.35938513, ,OSMP,4215.74939488,2.0,1991,253961.452529,253961.085835,4215.74870187
531,145.0, ,2014.0,"Stepanek, Canino, Cito",25.3517355,10.25948336, ,OSMP,22402.4257132,2.0,1995,1104317.42141,1104317.18092,22402.4248533
532,147.0, ,2014.0,Weiser - south,0.67574637,0.27346485, ,OSMP,1871.22891548,2.0,2011,29435.3927465,29435.3939717,1871.228916
533,148.0, ,2014.0,Short,2.68270593,1.08565257, ,OSMP,1569.73405473,2.0,2011,116858.194761,116858.202686,1569.73556644
534,149.0, ,2014.0,Abbott - north,2.42482665,0.98129253, ,OSMP,3940.81584603,2.0,2011,105625.071451,105625.026179,3940.81597821
535,15.0, ,2014.0,Axelson,371.8243071,150.47195852, ,OSMP,110745.064191,2.0,1990,16196602.0405,16196602.0308,110745.062111
536,150.0,Ertl I first mapped 2014,2014.0,Weiser - White Rocks,20.08909491,8.12976828, ,OSMP,15254.2305159,2.0,2013,875077.241571,875077.474033,15254.2303998
537,151.0, ,2014.0,Teller Farm - middle,1.12283832,0.45439655, ,OSMP,1551.89497849,2.0,1984,48910.6511295,48910.6415706,1551.89498643
538,153.0, ,2014.0,Oddfellows,9.8687064,3.99372379, ,OSMP,9690.72966754,2.0,2000,429879.064556,429879.131082,9690.73051577
539,154.0, ,2014.0,Joder,17.35291035,7.02247367, ,OSMP,7832.71884187,2.0,2013,755889.763824,755889.751205,7832.71871494
540,156.0,First mapped 2014,2014.0,Joder - West,12.13010125,4.90887782, ,OSMP,4899.69455172,2.0,2013,528385.097853,528385.097059,4899.69455172
541,157.0,New 2014,2014.0,NU West - North,3.2719073,1.32409391, ,OSMP,5228.22939736,2.0,1984,142523.714527,142523.71195,5228.22939844
542,16.0, ,2014.0,BVR 103 Corp - L Pasture South,43.77124307,17.71359361, ,OSMP,38150.750802,2.0,1973,1906667.72679,1906667.72158,38150.7505217
543,19.0, ,2014.0,BVR 103 Corp - south,16.09054095,6.5116109, ,OSMP,8585.41374148,2.0,1973,700901.362871,700901.1602,8585.41279083
544,2.0, ,2014.0,Andrus - north,18.93486405,7.66266762, ,OSMP,9925.06393853,2.0,1977,824799.538782,824799.378828,9925.06386967
545,20.0,a,2014.0,Axelson,1.64559163,0.66594731, ,OSMP,5468.00166326,2.0,1990,71681.6836829,71681.6848861,5468.00166515
546,21.0, ,2014.0,BVR 103 Corp - north,58.64610097,23.73323503, ,OSMP,25589.9492813,2.0,1973,2554612.91369,2554613.93956,25589.9545103
547,23.0, ,2014.0,"Canino, Iancito, Richardson",91.02610364,36.83695721, ,OSMP,14781.2427109,2.0,1979,3965081.14589,3965081.21437,14781.2440954
548,25.0, ,2014.0,Cosslett Knaus,41.11688005,16.63941101, ,OSMP,10886.8519225,2.0,1990,1791044.35221,1791044.13083,10886.8488226
549,26.0,surveyed by SH,2014.0,Cowles,31.74179776,12.84544981, ,OSMP,7094.01678593,2.0,1991,1382667.16624,1382667.17958,7094.02007056
550,27.0, ,2014.0,Culver,40.07154025,16.216377, ,OSMP,18351.21305,2.0,1992,1745509.34704,1745509.31103,18351.2132705
